palavra,categoria gramatical,fonética
a·bre·nún·ci·o,nome masculino,ɐ.bɾɨ.nˈũ.sju
a·breu,nome masculino,ɐ.bɾˈew
a·bre·vi·a·ção,nome feminino,ɐ.bɾɨ.vjɐ.sˈɐ̃w
a·bre·vi·a·da·men·te,advérbio,ɐ.bɾɨ.vja.dɐ.mˈẽ.tɨ
a·bre·vi·a·do,nome masculino,ɐ.bɾɨ.vjˈa.du
a·bre·vi·a·do,adjetivo,ɐ.bɾɨ.vjˈa.du
a·bre·vi·ar,verbo,ɐ.bɾɨ.vjˈaɾ
a·bre·vi·a·tu·ra,nome feminino,ɐ.bɾɨ.vjɐ.tˈu.ɾɐ
a·bri·ga·da,nome feminino,ɐ.bɾi.gˈa.dɐ
a·bri·ga·da·men·te,advérbio,ɐ.bɾi.gɐ.dɐ.mˈẽ.tɨ
a·bri·ga·do,adjetivo,ɐ.bɾi.gˈa.du
a·bri·gar,verbo,ɐ.bɾi.gˈaɾ
a·bri·go,nome masculino,ɐ.bɾˈi.gu
a·bril,nome masculino,ɐ.bɾˈiɫ
a·bri·lhan·ta·do,adjetivo,ɐ.bɾi.ʎɐ̃.tˈa.du
a·bri·lhan·tar,verbo,ɐ.bɾi.ʎɐ̃.tˈaɾ
a·brir,verbo,ɐ.bɾˈiɾ
a·bro·lho,nome masculino,ɐ.bɾˈo.ʎu
a·bró·te·a,nome feminino,ɐ.bɾˈɔ.tjɐ
a·bru·nhal,nome masculino,ɐ.bɾu.ɲˈaɫ
a·bru·nhal,adjetivo,ɐ.bɾu.ɲˈaɫ
a·bru·nhei·ro,nome masculino,ɐ.bɾu.ɲˈɐj.ɾu
a·bru·nho,nome masculino,ɐ.bɾˈu.ɲu
ab·rup·ta·men·te,advérbio,ɐ.bɾup.tɐ.mˈẽ.tɨ
ab·rup·to,adjetivo,ɐbɾˈup.tu
a·bru·ta·lha·da·men·te,advérbio,ɐ.bɾu.tɐ.ʎɐ.dɐ.mˈẽ.tɨ
a·bru·ta·lha·do,adjetivo,ɐ.bɾu.tɐ.ʎˈa.du
a·bru·ta·lhar,verbo,ɐ.bɾu.tɐ.ʎˈaɾ
ab·se·me·lhan·ça,nome feminino,ɐb.sɨ.mɨ.ʎˈɐ̃.sɐ
ab·se·me·lhan·te,adjetivo,ɐb.sɨ.mɨ.ʎˈɐ̃.tɨ
ab·sen·tar,verbo,ɐb.sẽ.tˈaɾ
ab·sen·tis·mo,nome masculino,ɐb.sẽ.tˈiʒ.mu
ab·sen·tis·ta,nome masculino,ɐb.sẽ.tˈiʃ.tɐ ou ɐb.sẽ.tˈiʃ.tɐ
ab·sen·tis·ta,adjetivo,ɐb.sẽ.tˈiʃ.tɐ
ab·si·de,nome feminino,ɐb.sˈi.dɨ
ab·sí·mi·le,adjetivo,ɐb.sˈi.mi.lɨ
ab·sin·to,nome masculino,ɐb.sˈĩ.tu
ab·so·gro,nome masculino,ɐb.sˈo.gɾu
ab·so·lu·ção,nome feminino,ɐb.su.lu.sˈɐ̃w
ab·so·lu·ta·men·te,advérbio,ɐb.su.lu.tɐ.mˈẽ.tɨ
ab·so·lu·tis·mo,nome masculino,ɐb.su.lu.tˈiʒ.mu
ab·so·lu·tis·ta,adjetivo,ɐb.su.lu.tˈiʃ.tɐ
ab·so·lu·tis·ta,nome masculino,ɐb.su.lu.tˈiʃ.tɐ
ab·so·lu·tis·ta,nome feminino,ɐb.su.lu.tˈiʃ.tɐ
ab·so·lu·ti·zar,verbo,ɐb.su.lu.ti.zˈaɾ
ab·so·lu·to,adjetivo,ɐb.su.lˈu.tu
ab·so·lu·to,nome masculino,ɐb.su.lˈu.tu
ab·sol·ven·te,adjetivo,ɐb.soɫ.vˈẽ.tɨ
ab·sol·ver,verbo,ɐb.soɫ.vˈeɾ
ab·sol·vi·ção,nome feminino,ɐb.soɫ.vi.sˈɐ̃w
ab·sol·vi·do,adjetivo,ɐb.soɫ.vˈi.du
ab·so·nân·ci·a,nome feminino,ɐb.su.nˈɐ̃.sjɐ
ab·so·nan·te,adjetivo,ɐb.su.nˈɐ̃.tɨ
ab·so·nar,verbo,ɐb.sɔ.nˈaɾ
ab·sor·ção,nome feminino,ɐb.sɔɾ.sˈɐ̃w
ab·sor·to,adjetivo,ɐb.sˈoɾ.tu
ab·sor·ve·dou·ro,nome masculino,ɐb.soɾ.vɨ.dˈo.ɾu
ab·sor·ven·te,nome masculino,ɐb.soɾ.vˈẽ.tɨ
ab·sor·ven·te,adjetivo,ɐb.soɾ.vˈẽ.tɨ
ab·sor·ven·te·men·te,advérbio,ɐb.soɾ.vẽ.tɨ.mˈẽ.tɨ
ab·sor·ver,verbo,ɐb.soɾ.vˈeɾ
ab·sor·vi·do,adjetivo,ɐb.soɾ.vˈi.du
ab·sor·ví·vel,adjetivo,ɐb.soɾ.vˈi.vɛɫ
abs·té·mi·a,nome feminino,ɐbʃ.tˈɛ.mjɐ
abs·tê·mi·o,adjetivo,ɐbʃ.tˈe.mju
abs·tê·mi·o,nome masculino,ɐbʃ.tˈe.mju
abs·té·mi·o,nome masculino,ɐbʃ.tˈɛ.mju
abs·té·mi·o,adjetivo,ɐbʃ.tˈɛ.mju
abs·ten·ção,nome feminino,ɐbʃ.tẽ.sˈɐ̃w
abs·ten·ci·o·nis·mo,nome masculino,ɐbʃ.tẽ.sju.nˈiʒ.mu
abs·ten·ci·o·nis·ta,adjetivo,ɐbʃ.tẽ.sju.nˈiʃ.tɐ
abs·ten·ci·o·nis·ta,nome masculino,ɐbʃ.tẽ.sju.nˈiʃ.tɐ ou ɐbʃ.tẽ.sju.nˈiʃ.tɐ
abs·ter,verbo,ɐbʃ.tˈeɾ
abs·ti·nên·ci·a,nome feminino,ɐbʃ.ti.nˈẽ.sjɐ
abs·ti·nen·te,adjetivo,ɐbʃ.ti.nˈẽ.tɨ
abs·ti·nen·te,nome masculino,ɐbʃ.ti.nˈẽ.tɨ
abs·ti·nen·te,nome feminino,ɐbʃ.ti.nˈẽ.tɨ
abs·ti·nen·te·men·te,advérbio,ɐbʃ.ti.nẽ.tɨ.mˈẽ.tɨ
abs·tra·ção,nome feminino,ɐbʃ.tɾɐ.sˈɐ̃w ou ɐbʃ.tɾɐ.sˈɐ̃w
abs·tra·ci·o·nis·mo,nome masculino,ɐbʃ.tɾɐ.sju.nˈiʒ.mu
abs·tra·ci·o·nis·ta,adjetivo,ɐbʃ.tɾɐ.sju.nˈiʃ.tɐ
abs·tra·ci·o·nis·ta,nome masculino,ɐbʃ.tɾɐ.sju.nˈiʃ.tɐ
abs·tra·ci·o·nis·ta,nome feminino,ɐbʃ.tɾɐ.sju.nˈiʃ.tɐ
abs·tra·ir,verbo,ɐbʃ.tɾɐ.ˈiɾ
abs·tra·ta,nome feminino,ɐbʃ.tɾˈa.tɐ
abs·tra·ta·men·te,advérbio,ɐbʃ.tɾɐ.tɐ.mˈẽ.tɨ
abs·tra·ti·zan·te,adjetivo,ɐbʃ.tɾɐ.ti.zˈɐ̃.tɨ
abs·tra·ti·zar,verbo,ɐbʃ.tɾɐ.ti.zˈaɾ
abs·tra·to,adjetivo,ɐbʃ.tɾˈa.tu ou ɐbʃ.tɾˈa.tu
abs·tra·to,nome masculino,ɐbʃ.tɾˈa.tu
abs·tru·sa·men·te,advérbio,ɐbʃ.tɾu.zɐ.mˈẽ.tɨ
abs·tru·so,adjetivo,ɐbʃ.tɾˈu.zu
ab·sur·da·men·te,advérbio,ɐb.suɾ.dɐ.mˈẽ.tɨ
ab·sur·dez,nome feminino,ɐb.suɾ.dˈeʃ
ab·sur·di·da·de,nome feminino,ɐb.suɾ.di.dˈa.dɨ
ab·sur·dis·mo,nome masculino,ɐb.suɾ.dˈiʒ.mu
ab·sur·do,nome masculino,ɐb.sˈuɾ.du
ab·sur·do,adjetivo,ɐb.sˈuɾ.du
a·bu,nome masculino,ɐ.bˈu
a·bu·li·a,nome feminino,ɐ.bu.lˈi.ɐ
a·bú·li·ca,nome feminino,ɐ.bˈu.li.kɐ
a·bu·li·ca·men·te,advérbio,ɐ.bu.li.kɐ.mˈẽ.tɨ
a·bú·li·co,adjetivo,ɐ.bˈu.li.ku
a·bú·li·co,nome masculino,ɐ.bˈu.li.ku
a·bun·dân·ci·a,nome feminino,ɐ.bũ.dˈɐ̃.sjɐ
a·bun·dan·te,adjetivo,ɐ.bũ.dˈɐ̃.tɨ
a·bun·dan·te·men·te,advérbio,ɐ.bũ.dɐ̃.tɨ.mˈẽ.tɨ
a·bun·dar,verbo,ɐ.bũ.dˈaɾ
a·bu·nhar,verbo,ɐ.bu.ɲˈaɾ
a·bur·gue·sa·do,adjetivo,ɐ.buɾ.gɨ.zˈa.du
a·bur·gue·sa·men·to,nome masculino,ɐ.buɾ.gɨ.zɐ.mˈẽ.tu
a·bur·gue·sar,verbo,ɐ.buɾ.gɨ.zˈaɾ
a·bur·rar,verbo,ɐ.bu.ʀˈaɾ
a·bu·ru,nome masculino,ɐ.bu.ɾˈu
a·bu·sa·da·men·te,advérbio,ɐ.bu.zɐ.dɐ.mˈẽ.tɨ
a·bu·sa·do,adjetivo,ɐ.bu.zˈa.du
a·bu·sa·dor,adjetivo,ɐ.bu.zɐ.dˈoɾ
a·bu·sa·dor,nome masculino,ɐ.bu.zɐ.dˈoɾ
a·bu·sa·do·ra,nome feminino,ɐ.bu.zɐ.dˈo.ɾɐ
a·bu·sar,verbo,ɐ.bu.zˈaɾ
a·bu·si·va·men·te,advérbio,ɐ.bu.zi.vɐ.mˈẽ.tɨ
a·bu·si·vo,adjetivo,ɐ.bu.zˈi.vu
a·bu·so,nome masculino,ɐ.bˈu.zu
a·bu·ta,nome feminino,ɐ.bˈu.tɐ
a·bu·tre,nome masculino,ɐ.bˈu.tɾɨ
a·ca,nome masculino,ˈa.kɐ
a·ca·ba·ça·do,adjetivo,ɐ.kɐ.bɐ.sˈa.du
a·ca·ba·çar,verbo,ɐ.kɐ.bɐ.sˈaɾ
a·ca·ba·da·men·te,advérbio,ɐ.kɐ.bɐ.dɐ.mˈẽ.tɨ
a·ca·ba·do,adjetivo,ɐ.kɐ.bˈa.du
a·ca·ba·do,nome masculino,ɐ.kɐ.bˈa.du
a·ca·ba·men·to,nome masculino,ɐ.kɐ.bɐ.mˈẽ.tu
a·ca·ba·na·do,adjetivo,ɐ.kɐ.bɐ.nˈa.du
a·ca·ba·nar,verbo,ɐ.kɐ.bɐ.nˈaɾ
a·ca·bar,verbo,ɐ.kɐ.bˈaɾ
a·ca·bru·nha·da·men·te,advérbio,ɐ.kɐ.bɾu.ɲa.dɐ.mˈẽ.tɨ
a·ca·bru·nha·do,adjetivo,ɐ.kɐ.bɾu.ɲˈa.du
a·ca·bru·nha·men·to,nome masculino,ɐ.kɐ.bɾu.ɲɐ.mˈẽ.tu
a·ca·bru·nhan·te,adjetivo,ɐ.kɐ.bɾu.ɲˈɐ̃.tɨ
a·ca·bru·nhar,verbo,ɐ.kɐ.bɾu.ɲˈaɾ
a·cá·ci·a,nome feminino,ɐ.kˈa.sjɐ
a·ca·ci·a·na·men·te,advérbio,ɐ.kɐ.sja.na.mˈẽ.tɨ
a·ca·ci·a·no,adjetivo,ɐ.kɐ.sjˈɐ.nu
a·ca·ci·a·no,nome masculino,ɐ.kɐ.sjˈɐ.nu
a·ca·dé·mi·a,nome feminino,ɐ.kɐ.dˈɛ.mjɐ
a·ca·dê·mi·a,nome feminino,ɐ.kɐ.dˈe.mjɐ
a·ca·de·mi·a,nome feminino,ɐ.kɐ.dɨ.mˈi.ɐ
a·ca·de·mi·ar,verbo,ɐ.kɐ.dɨ.mjˈaɾ
a·ca·dé·mi·ca,nome feminino,ɐ.kɐ.dˈɛ.mi.kɐ
a·ca·dê·mi·ca,nome feminino,ɐ.kɐ.dˈe.mi.kɐ
a·ca·de·mi·ca·men·te,advérbio,ɐ.kɐ.dɛ.mi.kɐ.mˈẽ.tɨ
a·ca·de·mi·cis·mo,nome masculino,ɐ.kɐ.dɨ.mi.sˈiʒ.mu
a·ca·dé·mi·co,adjetivo,ɐ.kɐ.dˈɛ.mi.ku
a·ca·dé·mi·co,nome masculino,ɐ.kɐ.dˈɛ.mi.ku
a·ca·dê·mi·co,nome masculino,ɐ.kɐ.dˈe.mi.ku
a·ca·de·mis·mo,nome masculino,ɐ.kɐ.dɨ.mˈiʒ.mu
a·ca·de·mis·ta,nome masculino,ɐ.kɐ.dɨ.mˈiʃ.tɐ ou ɐ.kɐ.dɨ.mˈiʃ.tɐ
a·ca·de·mi·za·do,adjetivo,ɐ.kɐ.dɨ.mi.zˈa.du
a·ca·de·mi·zan·te,adjetivo,ɐ.kɐ.dɨ.mi.zˈɐ̃.tɨ
a·ca·de·mi·zar,verbo,ɐ.kɐ.dɨ.mi.zˈaɾ
a·ça·fa·te,nome masculino,ɐ.sɐ.fˈa.tɨ
a·ça·frão,nome masculino,ɐ.sɐ.fɾˈɐ̃w
a·ça·fro·a·do,adjetivo,ɐ.sɐ.fɾwˈa.du
a·ça·fro·ar,verbo,ɐ.sɐ.fɾwˈaɾ
a·çai·ma·do,adjetivo,ɐ.sɐj.mˈa.du
a·çai·mar,verbo,ɐ.sɐj.mˈaɾ
a·çai·me,nome masculino,ɐ.sˈaj.mɨ
a·çai·mo,nome masculino,ɐ.sˈaj.mu
a·ca·ju,nome masculino,ɐ.kɐ.ʒˈu
a·ca·ju,adjetivo,ɐ.kɐ.ʒˈu
a·ca·lan·tar,verbo,ɐ.kɐ.lɐ̃.tˈaɾ
a·ca·lan·to,nome masculino,ɐ.kɐ.lˈɐ̃.tu
a·ca·len·ta·do,adjetivo,ɐ.kɐ.lẽ.tˈa.du
a·ca·len·tar,verbo,ɐ.kɐ.lẽ.tˈaɾ
a·ca·len·to,nome masculino,ɐ.kɐ.lˈẽ.tu
a·cal·ma·ção,nome feminino,ɐ.kaɫ.mɐ.sˈɐ̃w
a·cal·ma·do,adjetivo,ɐ.kaɫ.mˈa.du
a·cal·mar,verbo,ɐ.kaɫ.mˈaɾ
a·cal·mi·a,nome feminino,ɐ.kaɫ.mˈi.ɐ
a·ca·lo·ra·da·men·te,advérbio,ɐ.kɐ.lu.ɾɐ.dɐ.mˈẽ.tɨ
a·ca·lo·ra·do,adjetivo,ɐ.kɐ.lu.ɾˈa.du
a·ca·lo·rar,verbo,ɐ.kɐ.lu.ɾˈaɾ
a·ca·ma·da,nome feminino,ɐ.kɐ.mˈa.dɐ
a·ca·ma·do,adjetivo,ɐ.kɐ.mˈa.du
a·ca·ma·do,nome masculino,ɐ.kɐ.mˈa.du
a·ca·mar,verbo,ɐ.kɐ.mˈaɾ
a·ca·ma·ra·dar,verbo,ɐ.kɐ.mɐ.ɾɐ.dˈaɾ
a·çam·bar·ca·dor,adjetivo,ɐ.sɐ̃.bɐɾ.kɐ.dˈoɾ
a·çam·bar·ca·dor,nome masculino,ɐ.sɐ̃.bɐɾ.kɐ.dˈoɾ
a·çam·bar·ca·do·ra·men·te,advérbio,ɐ.sɐ̃.bɐɾ.kɐ.du.ɾɐ.mˈẽ.tɨ
a·çam·bar·ca·men·to,nome masculino,ɐ.sɐ̃.bɐɾ.kɐ.mˈẽ.tu
a·çam·bar·car,verbo,ɐ.sɐ̃.bɐɾ.kˈaɾ
a·cam·pa·do,adjetivo,ɐ.kɐ̃.pˈa.du
a·cam·pa·men·to,nome masculino,ɐ.kɐ̃.pɐ.mˈẽ.tu
a·cam·par,verbo,ɐ.kɐ̃.pˈaɾ
a·ca·nha·da·men·te,advérbio,ɐ.ka.ɲa.dɐ.mˈẽ.tɨ
a·ca·nha·do,adjetivo,ɐ.kɐ.ɲˈa.du
a·ca·nha·men·to,nome masculino,ɐ.kɐ.ɲa.mˈẽ.tu
a·ca·nhar,verbo,ɐ.kɐ.ɲˈaɾ
a·can·to,nome masculino,ɐ.kˈɐ̃.tu
a·can·to·na·do,adjetivo,ɐ.kɐ̃.tu.nˈa.du
a·can·to·na·men·to,nome masculino,ɐ.kɐ̃.tu.nɐ.mˈẽ.tu
a·can·to·nar,verbo,ɐ.kɐ̃.tu.nˈaɾ
a·ção,nome feminino,ɐ.sˈɐ̃w ou ɐ.sˈɐ̃w
a·ça·par,verbo,ɐ.sɐ.pˈaɾ
a·ca·pa·rar,verbo,ɐ.kɐ.pɐ.ɾˈaɾ
a·ca·ra·jé,nome feminino,ɐ.kɐ.ɾɐ.ʒˈɛ
a·ca·re·a·ção,nome feminino,ɐ.kɐ.ɾjɐ.sˈɐ̃w
a·ca·re·a·do,adjetivo,ɐ.kɐ.ɾjˈa.du
a·ca·re·ar,verbo,ɐ.kɐ.ɾjˈaɾ
a·ca·ri,nome masculino,ɐ.kɐ.ɾˈi
a·ca·ri·ci·a·dor,adjetivo,ɐ.kɐ.ɾi.sjɐ.dˈoɾ
a·ca·ri·ci·a·dor,nome masculino,ɐ.kɐ.ɾi.sjɐ.dˈoɾ
a·ca·ri·ci·a·do·ra,nome feminino,ɐ.kɐ.ɾi.sjɐ.dˈo.ɾɐ
a·ca·ri·ci·an·te,adjetivo,ɐ.kɐ.ɾi.sjˈɐ̃.tɨ
a·ca·ri·ci·ar,verbo,ɐ.kɐ.ɾi.sjˈaɾ
a·ca·ri·nha·do,adjetivo,ɐ.kɐ.ɾi.ɲˈa.du
a·ca·ri·nhar,verbo,ɐ.kɐ.ɾi.ɲˈaɾ
á·ca·ro,nome masculino,ˈa.kɐ.ɾu
a·car·re·tar,verbo,ɐ.kɐ.ʀɨ.tˈaɾ
a·car·tar,verbo,ɐ.kɐɾ.tˈaɾ
a·ca·sa·la·do,adjetivo,ɐ.kɐ.zɐ.lˈa.du
a·ca·sa·la·men·to,nome masculino,ɐ.kɐ.zɐ.lɐ.mˈẽ.tu
a·ca·sa·lar,verbo,ɐ.kɐ.zɐ.lˈaɾ
a·ca·so,advérbio,ɐ.kˈa.zu
a·ca·so,nome masculino,ɐ.kˈa.zu
a·cas·ta·nha·do,nome masculino,ɐ.kɐʃ.tɐ.ɲˈa.du
a·cas·ta·nha·do,adjetivo,ɐ.kɐʃ.tɐ.ɲˈa.du
a·cas·ta·nhar,verbo,ɐ.kɐʃ.tɐ.ɲˈaɾ
a·cas·te·la·da·men·te,advérbio,ɐ.kɐʃ.tɨ.lɐ.dɐ.mˈẽ.tɨ
a·cas·te·la·do,adjetivo,ɐ.kɐʃ.tɨ.lˈa.du
a·cas·te·lar,verbo,ɐ.kɐʃ.tɨ.lˈaɾ
a·ca·ta·do,adjetivo,ɐ.kɐ.tˈa.du
a·ca·ta·men·to,nome masculino,ɐ.kɐ.tɐ.mˈẽ.tu
a·ca·tar,verbo,ɐ.kɐ.tˈaɾ
a·ca·to,nome masculino,ɐ.kˈa.tu
a·cau·te·la·da·men·te,advérbio,ɐ.kaw.tɨ.lɐ.dɐ.mˈẽ.tɨ
a·cau·te·la·do,adjetivo,ɐ.kaw.tɨ.lˈa.du
a·cau·te·la·men·to,nome masculino,ɐ.kaw.tɨ.lɐ.mˈẽ.tu
a·cau·te·lar,verbo,ɐ.kaw.tɨ.lˈaɾ
a·ce·ção,nome feminino,ɐ.sɛ.sˈɐ̃w
a·ce·der,verbo,ɐ.sɨ.dˈeɾ
a·cé·di·a,nome feminino,ɐ.sˈɛ.djɐ
a·ce·fa·li·a,nome feminino,ɐ.sɨ.fɐ.lˈi.ɐ
a·cé·fa·lo,adjetivo,ɐ.sˈɛ.fɐ.lu
a·cé·fa·lo,nome masculino,ɐ.sˈɛ.fɐ.lu
a·cei·rar,verbo,ɐ.sɐj.ɾˈaɾ
a·cei·ro,nome masculino,ɐ.sˈɐj.ɾu
a·cei·ro,adjetivo,ɐ.sˈɐj.ɾu
a·cei·ta·bi·li·da·de,nome feminino,ɐ.sɐj.tɐ.bi.li.dˈa.dɨ
a·cei·ta·ção,nome feminino,ɐ.sɐj.tɐ.sˈɐ̃w
a·cei·tan·te,adjetivo,ɐ.sɐj.tˈɐ̃.tɨ
a·cei·tan·te,nome masculino,ɐ.sɐj.tˈɐ̃.tɨ
a·cei·tan·te,nome feminino,ɐ.sɐj.tˈɐ̃.tɨ
a·cei·tar,verbo,ɐ.sɐj.tˈaɾ
a·cei·tá·vel,adjetivo,ɐ.sɐj.tˈa.vɛɫ
a·cei·ta·vel·men·te,advérbio,ɐ.sɐj.tɐ.vɛɫ.mˈẽ.tɨ
a·cei·te,adjetivo,ɐ.sˈɐj.tɨ
a·cei·te,nome masculino,ɐ.sˈɐj.tɨ
a·cei·to,adjetivo,ɐ.sˈɐj.tu
a·ce·le·ra,nome masculino,ɐ.sɨ.lˈɛ.ɾɐ ou ɐ.sɨ.lˈɛ.ɾɐ
a·ce·le·ra·ção,nome feminino,ɐ.sɨ.lɨ.ɾɐ.sˈɐ̃w
a·ce·le·ra·da·men·te,advérbio,ɐ.sɨ.lɨ.ɾɐ.dɐ.mˈẽ.tɨ
a·ce·le·ra·de·la,nome feminino,ɐ.sɨ.lɨ.ɾɐ.dˈɛ.lɐ
a·ce·le·ra·do,adjetivo,ɐ.sɨ.lɨ.ɾˈa.du
a·ce·le·ra·do,nome masculino,ɐ.sɨ.lɨ.ɾˈa.du
a·ce·le·ra·dor,adjetivo,ɐ.sɨ.lɨ.ɾɐ.dˈoɾ
a·ce·le·ra·dor,nome masculino,ɐ.sɨ.lɨ.ɾɐ.dˈoɾ
a·ce·le·ra·do·ra,nome feminino,ɐ.sɨ.lɨ.ɾɐ.dˈo.ɾɐ
a·ce·le·ra·men·to,nome masculino,ɐ.sɨ.lɨ.ɾɐ.mˈẽ.tu
a·ce·le·ran·do,nome masculino,ɐ.sɨ.lɨ.ɾˈɐ̃.du
a·ce·le·rar,verbo,ɐ.sɨ.lɨ.ɾˈaɾ
a·ce·le·rô·me·tro,nome masculino,ɐ.sɨ.lɨ.ɾˈo.mɨ.tɾu
a·ce·le·ró·me·tro,nome masculino,ɐ.sɨ.lɨ.ɾˈɔ.mɨ.tɾu
a·cel·ga,nome feminino,ɐ.sˈɛɫ.gɐ
a·ce·nar,verbo,ɐ.sɨ.nˈaɾ
a·cen·da·lha,nome feminino,ɐ.sẽ.dˈɐ.ʎɐ
a·cen·de·dor,nome masculino,ɐ.sẽ.dɨ.dˈoɾ
a·cen·de·dor,adjetivo,ɐ.sẽ.dɨ.dˈoɾ
a·cen·der,verbo,ɐ.sẽ.dˈeɾ
a·cen·di·men·to,nome masculino,ɐ.sẽ.di.mˈẽ.tu
a·ce·no,nome masculino,ɐ.sˈe.nu
a·cen·to,nome masculino,ɐ.sˈẽ.tu
a·cen·tu·a·ção,nome feminino,ɐ.sẽ.twɐ.sˈɐ̃w
a·cen·tu·a·da·men·te,advérbio,ɐ.sẽ.twa.dɐ.mˈẽ.tɨ
a·cen·tu·a·do,adjetivo,ɐ.sẽ.twˈa.du
a·cen·tu·ar,verbo,ɐ.sẽ.twˈaɾ
a·ce·pi·par,verbo,ɐ.sɨ.pi.pˈaɾ
a·ce·pi·pe,nome masculino,ɐ.sɨ.pˈi.pɨ
á·cer,nome masculino,ˈa.sɛɾ
a·ce·ra·da·men·te,advérbio,ɐ.sɨ.ɾɐ.dɐ.mˈẽ.tɨ
a·ce·ra·do,adjetivo,ɐ.sɨ.ɾˈa.du
a·ce·rar,verbo,ɐ.sɨ.ɾˈaɾ
a·cer·ba·men·te,advérbio,ɐ.sɨɾ.bɐ.mˈẽ.tɨ
a·cer·bar,verbo,ɐ.sɨɾ.bˈaɾ
a·cer·bo,adjetivo,ɐ.sˈeɾ.bu
a·cer·ca,advérbio,ɐ.sˈeɾ.kɐ
a·cer·car,verbo,ɐ.sɨɾ.kˈaɾ
a·ce·re·ja·do,adjetivo,ɐ.sɨ.ɾɨ.ʒˈa.du
a·ce·re·jar,verbo,ɐ.sɨ.ɾɨ.ʒˈaɾ
a·cer·ri·ma·men·te,advérbio,ɐ.sɛ.ʀi.mɐ.mˈẽ.tɨ
a·cér·ri·mo,adjetivo,ɐ.sˈɛ.ʀi.mu
a·cer·ta·da·men·te,advérbio,ɐ.sɨɾ.tɐ.dɐ.mˈẽ.tɨ
a·cer·ta·do,adjetivo,ɐ.sɨɾ.tˈa.du
a·cer·tar,verbo,ɐ.sɨɾ.tˈaɾ
a·cer·to,nome masculino,ɐ.sˈeɾ.tu
a·cer·var,verbo,ɐ.sɨɾ.vˈaɾ
a·cer·vo,nome masculino,ɐ.sˈeɾ.vu
a·ce·sa·men·te,advérbio,ɐ.sɨ.zɐ.mˈẽ.tɨ
a·ce·so,adjetivo,ɐ.sˈe.zu
a·ces·si·bi·li·da·de,nome feminino,ɐ.sɨ.si.bi.li.dˈa.dɨ
a·ces·sí·vel,adjetivo,ɐ.sɨ.sˈi.vɛɫ
a·ces·si·vel·men·te,advérbio,ɐ.sɨ.si.vɛɫ.mˈẽ.tɨ
a·ces·so,nome masculino,ɐ.sˈɛ.su
a·ces·so·ri·a·men·te,advérbio,ɐ.sɨ.sɔ.ɾja.mˈẽ.tɨ
a·ces·só·ri·o,nome masculino,ɐ.sɨ.sˈɔ.ɾju
a·ces·só·ri·o,adjetivo,ɐ.sɨ.sˈɔ.ɾju
a·ce·ta·to,nome masculino,ɐ.sɨ.tˈa.tu
a·cé·ti·co,adjetivo,ɐ.sˈɛ.ti.ku
a·ce·til·co·li·na,nome feminino,ɐ.sɨ.tiɫ.ku.lˈi.nɐ
a·ce·ti·le·no,nome masculino,ɐ.sɨ.ti.lˈe.nu
a·ce·ti·na·do,adjetivo,ɐ.sɨ.ti.nˈa.du
a·ce·ti·nar,verbo,ɐ.sɨ.ti.nˈaɾ
a·ce·to·na,nome feminino,ɐ.sɨ.tˈo.nɐ
a·ce·to·so,adjetivo,ɐ.sɨ.tˈo.zu
a·cha,nome feminino,ˈa.ʃɐ
a·cha·ca·do,adjetivo,ɐ.ʃɐ.kˈa.du
a·cha·car,verbo,ɐ.ʃɐ.kˈaɾ
a·cha·da,nome feminino,ɐ.ʃˈa.dɐ
a·cha·do,nome masculino,ɐ.ʃˈa.du
a·cha·do,adjetivo,ɐ.ʃˈa.du
a·cha·dor,adjetivo,ɐ.ʃɐ.dˈoɾ
a·cha·dor,nome masculino,ɐ.ʃɐ.dˈoɾ
a·cha·men·to,nome masculino,ɐ.ʃɐ.mˈẽ.tu
a·cha·que,nome masculino,ɐ.ʃˈa.kɨ
a·char,nome masculino,ɐ.ʃˈaɾ
a·char,verbo,ɐ.ʃˈaɾ
a·cha·ta·da·men·te,advérbio,ɐ.ʃɐ.tɐ.dɐ.mˈẽ.tɨ
a·cha·ta·do,adjetivo,ɐ.ʃɐ.tˈa.du
a·cha·ta·men·to,nome masculino,ɐ.ʃɐ.tɐ.mˈẽ.tu
a·cha·tar,verbo,ɐ.ʃɐ.tˈaɾ
a·che,nome masculino,ˈa.ʃɨ
a·che·ga,nome feminino,ɐ.ʃˈe.gɐ
a·che·gar,verbo,ɐ.ʃɨ.gˈaɾ
a·chi·gã,nome masculino,ɐ.ʃi.gˈɐ̃
a·chin·ca·lha·men·to,nome masculino,ɐ.ʃĩ.kɐ.ʎɐ.mˈẽ.tu
a·chin·ca·lhan·te,adjetivo,ɐ.ʃĩ.kɐ.ʎˈɐ̃.tɨ
a·chin·ca·lhar,verbo,ɐ.ʃĩ.kɐ.ʎˈaɾ
a·chin·ca·lhe,nome masculino,ɐ.ʃĩŋ.kˈɐ.ʎɨ
a·chi·ne·sa·do,adjetivo,ɐ.ʃi.nɨ.zˈa.du
a·chi·ne·sar,verbo,ɐ.ʃi.nɨ.zˈaɾ
a·cho·co·la·ta·do,adjetivo,ɐ.ʃu.ku.lɐ.tˈa.du
a·cho·co·la·tar,verbo,ɐ.ʃu.ku.lɐ.tˈaɾ
a·ci·ca·ta·do,adjetivo,ɐ.si.kɐ.tˈa.du
